junction	WT1	WT2	WT3	WT4	KD1	KD2	WT_mean	KD_mean	deltaPSI
TGME49_chrIa:702670:702886:clu_40_NA	39.977728285078	39.544235924933	42.4950298210736	40.093896713615	42.7592650264715	42.1021200358316	40.5277226861749	42.4306925311515	1.90296984497667
TGME49_chrIa:702930:703665:clu_41_NA	0.231615518239722	0.184842883548983	0.297914597815293	0.536912751677852	1.34288272157565	1.17130307467057	0.312821437820463	1.25709289812311	0.944271460302647
TGME49_chrIa:702984:703331:clu_41_NA	40.5327156919514	41.543438077634	41.2611717974181	40.8948545861298	42.9125634139063	41.6398243045388	41.0580450382833	42.2761938592225	1.21814882093925
TGME49_chrIa:703403:703665:clu_41_NA	0.405327156919514	0.184842883548983	0.397219463753724	0.447427293064877	0.566994926887496	0.497803806734993	0.358704199321774	0.532399366811244	0.17369516748947
TGME49_chrIa:703441:703665:clu_41_NA	56.2246670526925	56.7005545286506	56.1569016881827	56.5995525727069	53.6854670247687	55.8125915080527	56.4204189605582	54.7490292664107	-1.67138969414749
TGME49_chrIa:705021:706181:clu_42_NA	100	100	100	100	96.2962962962963	97.5	100	96.8981481481482	-3.10185185185185
TGME49_chrIa:726920:728152:clu_43_NA	100	100	100	100	98.2954545454545	97.9166666666667	100	98.1060606060606	-1.89393939393941
TGME49_chrIa:812073:812512:clu_44_NA	55.8375634517767	52.6548672566372	54.5454545454545	53.6231884057971	48.993288590604	58.7301587301587	54.1652684149164	53.8617236603814	-0.303544754534983
TGME49_chrIa:812590:812800:clu_44_NA	44.1624365482233	47.3451327433628	44.5454545454545	44.2028985507246	51.006711409396	38.0952380952381	45.0639805969413	44.550974752317	-0.51300584462431
TGME49_chrIa:873968:874606:clu_46_NA	80	93.75	76.4705882352941	96.6666666666667	60	100	86.7218137254902	80	-6.72181372549019
TGME49_chrIa:884215:884737:clu_47_NA	97.6190476190476	100	89.7435897435898	100	93.8271604938272	94.9494949494949	96.8406593406593	94.3883277216611	-2.45233161899829
TGME49_chrIa:1014333:1014822:clu_48_NA	80	60.7142857142857	68.9655172413793	62.5	76.6666666666667	88.8888888888889	68.0449507389163	82.7777777777778	14.7328270388615
TGME49_chrIa:1198922:1199242:clu_51_NA	95.8333333333333	95.5555555555556	96.969696969697	98.1818181818182	90.9090909090909	100	96.635101010101	95.4545454545455	-1.18055555555556
TGME49_chrIa:1201309:1202101:clu_52_NA	85.7142857142857	53.3333333333333	94.1176470588235	84.6153846153846	80.4878048780488	90.9090909090909	79.4451626804568	85.6984478935698	6.25328521311306
TGME49_chrIa:1296060:1296700:clu_61_NA	100	87.5	100	71.4285714285714	91.6666666666667	84.2105263157895	89.7321428571429	87.9385964912281	-1.79354636591481
TGME49_chrIa:1302062:1302502:clu_62_NA	5.16962843295638	6.04265402843602	8.41346153846154	8.41865756541524	9.33179723502304	10.0461893764434	7.0111003913173	9.68899330573323	2.67789291441593
TGME49_chrIa:1302067:1302502:clu_62_NA	46.2035541195477	43.6018957345972	39.6634615384615	40.5005688282139	43.6635944700461	41.8013856812933	42.4923700552051	42.7324900756697	0.240120020464637
TGME49_chrIa:1302067:1302717:clu_62_NA	4.20032310177706	5.21327014218009	8.29326923076923	6.8259385665529	1.036866359447	1.38568129330254	6.13320026031982	1.21127382637477	-4.92192643394505
TGME49_chrIa:1302523:1302717:clu_62_NA	44.1033925686591	44.9052132701422	43.6298076923077	43.7997724687145	45.852534562212	46.5357967667437	44.1095464999559	46.1941656644778	2.08461916452196
TGME49_chrIa:1333936:1334589:clu_63_NA	94.6236559139785	96.1904761904762	95.4545454545455	93.859649122807	94.0397350993377	97.7941176470588	95.0320816704518	95.9169263731983	0.884844702746506
TGME49_chrIa:1354851:1355385:clu_65_NA	97.3684210526316	100	98.2142857142857	100	100	96.4285714285714	98.8956766917293	98.2142857142857	-0.681390977443598
TGME49_chrIa:1400899:1401375:clu_71_NA	90.9090909090909	100	100	80	90.4761904761905	87.5	92.7272727272727	88.9880952380952	-3.73917748917748
TGME49_chrIa:1443411:1443985:clu_76_NA	NA	100	100	NA	82.3529411764706	75	100	78.6764705882353	-21.3235294117647
TGME49_chrIa:1455558:1456590:clu_77_NA	95.8333333333333	92.3076923076923	100	86.9565217391304	93.75	66.6666666666667	93.774386845039	80.2083333333333	-13.5660535117057
TGME49_chrIa:1464656:1464910:clu_78_NA	55.5555555555556	64.7058823529412	52.9411764705882	52.9411764705882	100	71.4285714285714	56.5359477124183	85.7142857142857	29.1783380018674
TGME49_chrIa:1476609:1477264:clu_81_NA	100	90	92.8571428571429	100	93.1818181818182	93.4782608695652	95.7142857142857	93.3300395256917	-2.38424618859403
TGME49_chrIa:1491035:1492256:clu_82_NA	47.9820627802691	50.5836575875486	47.4820143884892	47.6363636363636	44.1988950276243	36.5758754863813	48.4210245981676	40.3873852570028	-8.03363934116481
TGME49_chrIa:1527383:1527821:clu_84_NA	92.5	100	100	100	93.3333333333333	89.4736842105263	98.125	91.4035087719298	-6.72149122807018
TGME49_chrIa:1530341:1530896:clu_85_NA	92.3076923076923	80	75.8620689655172	95.6521739130435	27.7777777777778	33.3333333333333	85.9554837965633	30.5555555555556	-55.3999282410077
TGME49_chrIa:1656078:1656510:clu_86_NA	100	100	96.2264150943396	92.0634920634921	92.5925925925926	100	97.0724767894579	96.2962962962963	-0.776180493161618
TGME49_chrIa:1667561:1668100:clu_87_NA	100	100	100	100	94.4444444444444	85.2941176470588	100	89.8692810457516	-10.1307189542484
TGME49_chrIa:1722712:1723235:clu_90_NA	40.7407407407407	36.3636363636364	61.5384615384615	39.3939393939394	0	33.3333333333333	44.5091945091945	16.6666666666667	-27.8425278425278
TGME49_chrIa:1727463:1727972:clu_92_NA	81.8181818181818	100	100	93.1034482758621	100	87.5	93.730407523511	93.75	0.0195924764890236
TGME49_chrIa:1811271:1812197:clu_101_NA	100	0	100	NA	0	0	66.6666666666667	0	-66.6666666666667
TGME49_chrIa:1813492:1814354:clu_102_NA	48.7179487179487	53.1746031746032	51.5384615384615	48	36.9047619047619	32.8947368421053	50.3577533577534	34.8997493734336	-15.4580039843198
TGME49_chrIa:1818308:1818570:clu_103_NA	100	100	100	99.2537313432836	96.551724137931	97.5	99.8134328358209	97.0258620689655	-2.78757076685537
TGME49_chrIa:1838600:1839106:clu_104_NA	46.6666666666667	74.0740740740741	59.2592592592593	54.5454545454545	37.5	25	58.6363636363636	31.25	-27.3863636363636
TGME49_chrIb:177801:178685:clu_111_NA	100	100	94.4444444444444	100	100	98.0392156862745	98.6111111111111	99.0196078431373	0.408496732026137
TGME49_chrIb:259466:260350:clu_115_NA	78.030303030303	73.9864864864865	78.5478547854785	79.5138888888889	75	68.3168316831683	77.5196332977892	71.6584158415842	-5.86121745620508
TGME49_chrIb:270031:270557:clu_117_NA	96.969696969697	91.4893617021277	91.0714285714286	86.6666666666667	91.4285714285714	94.5945945945946	91.54928847748	93.011583011583	1.46229453410305
TGME49_chrIb:278082:279180:clu_118_NA	99.1071428571429	99.236641221374	99	98	96.2962962962963	94.9152542372881	98.8359460196292	95.6057752667922	-3.23017075283701
TGME49_chrIb:305591:305909:clu_119_NA	100	94.4444444444444	95.5555555555556	97.5	100	100	96.875	100	3.125
TGME49_chrIb:392676:393256:clu_121_NA	80	76.9230769230769	71.4285714285714	86.6666666666667	80	100	78.7545787545788	90	11.2454212454212
TGME49_chrIb:393318:393789:clu_122_NA	63.1578947368421	66.6666666666667	60	100	80.7692307692308	90	72.4561403508772	85.3846153846154	12.9284750337382
TGME49_chrIb:469037:469478:clu_124_NA	91.1764705882353	97.5	96.1538461538462	100	100	100	96.2075791855204	100	3.79242081447964
TGME49_chrIb:637889:638105:clu_127_NA	98.936170212766	99.2125984251969	100	99.2481203007519	98.7012987012987	100	99.3492222346787	99.3506493506493	0.00142711597067091
TGME49_chrIb:688001:688746:clu_130_NA	100	50	33.3333333333333	83.3333333333333	100	91.1764705882353	66.6666666666667	95.5882352941177	28.921568627451
TGME49_chrIb:688888:689222:clu_131_NA	33.3333333333333	75	100	100	92.5925925925926	86.6666666666667	77.0833333333333	89.6296296296296	12.5462962962963
TGME49_chrIb:707426:708055:clu_132_NA	94.1176470588235	97.5308641975309	98.4126984126984	100	93.6842105263158	96.078431372549	97.5153024172632	94.8813209494324	-2.63398146783079
TGME49_chrIb:708867:709357:clu_133_NA	98.5507246376812	98.6301369863014	100	100	94.4444444444444	98.4126984126984	99.2952154059956	96.4285714285714	-2.86664397742422
TGME49_chrIb:712831:713236:clu_134_NA	99.8507462686567	99.601593625498	99.7118155619597	99.438202247191	100	99.4708994708995	99.6505894258264	99.7354497354497	0.0848603096233802
TGME49_chrIb:713358:713521:clu_135_NA	20.6051873198847	22.8960396039604	22.1549636803874	22.3880597014925	4.55696202531646	6.48567119155355	22.0110625764313	5.521316608435	-16.4897459679963
TGME49_chrIb:713358:713699:clu_135_NA	60.3746397694525	55.5693069306931	60.1694915254237	59.3283582089552	91.2236286919831	87.3303167420815	58.8604491086311	89.2769727170323	30.4165236084012
TGME49_chrIb:713592:713699:clu_135_NA	19.0201729106628	21.5346534653465	17.6755447941889	18.2835820895522	4.21940928270042	6.18401206636501	19.1284883149376	5.20171067453271	-13.9267776404049
TGME49_chrIb:833496:833735:clu_140_NA	87.5	100	100	96.1538461538462	95	98.2456140350877	95.9134615384615	96.6228070175439	0.709345479082316
TGME49_chrIb:839459:839612:clu_141_NA	76.1904761904762	67.3684210526316	62.6865671641791	73.8636363636364	77.2727272727273	79.4871794871795	70.0272751927308	78.3799533799534	8.35267818722257
TGME49_chrIb:839693:839825:clu_141_NA	22.2222222222222	30.5263157894737	34.3283582089552	23.8636363636364	22.7272727272727	17.9487179487179	27.7351331460719	20.3379953379953	-7.39713780807654
TGME49_chrIb:840396:840536:clu_142_NA	46.2962962962963	48.1751824817518	51.1627906976744	50	45.8823529411765	34.8484848484849	48.9085673689306	40.3654188948307	-8.54314847409997
TGME49_chrIb:840617:840737:clu_142_NA	51.8518518518518	45.2554744525547	42.6356589147287	47.5	45.8823529411765	60.6060606060606	46.8107463047838	53.2442067736185	6.43346046883472
TGME49_chrIb:863355:863786:clu_143_NA	98.2142857142857	98.5507246376812	97.4358974358974	99.0476190476191	97.9166666666667	100	98.3121317088708	98.9583333333333	0.646201624462492
TGME49_chrIb:864118:864338:clu_144_NA	53.3333333333333	65.2173913043478	62.5	79.0697674418605	43.75	31.25	65.0301230198854	37.5	-27.5301230198854
TGME49_chrIb:865693:866518:clu_145_NA	20.2380952380952	15.5963302752294	25	19.2982456140351	5.04201680672269	5	20.0331677818399	5.02100840336134	-15.0121593784786
TGME49_chrIb:866263:866518:clu_145_NA	65.4761904761905	71.5596330275229	71	66.6666666666667	83.1932773109244	85.8333333333333	68.675622542595	84.5133053221288	15.8376827795338
TGME49_chrIb:879571:880107:clu_146_NA	88.8888888888889	85	94.4444444444444	84.2105263157895	33.3333333333333	42.8571428571429	88.1359649122807	38.0952380952381	-50.0407268170426
TGME49_chrIb:895664:896005:clu_147_NA	5.37634408602151	8.73015873015873	12.8205128205128	11.1888111888112	3	2.88461538461538	9.52895670637606	2.94230769230769	-6.58664901406837
TGME49_chrIb:1045119:1045426:clu_153_NA	46.0526315789474	46	49.0384615384615	47.5	41.5384615384615	51.4285714285714	47.1477732793522	46.4835164835165	-0.66425679583574
TGME49_chrIb:1045457:1045648:clu_153_NA	52.6315789473684	54	50	50.8333333333333	58.4615384615385	45.7142857142857	51.8662280701754	52.0879120879121	0.221684017736649
TGME49_chrIb:1046149:1046847:clu_154_NA	100	72.7272727272727	75	91.6666666666667	85	61.5384615384615	84.8484848484848	73.2692307692308	-11.5792540792541
TGME49_chrIb:1143393:1145305:clu_158_NA	94.1176470588235	77.2727272727273	82	82.3529411764706	67.4418604651163	78.8461538461538	83.9358288770053	73.1440071556351	-10.7918217213703
TGME49_chrIb:1149237:1149671:clu_160_NA	98.3870967741936	97.0238095238095	97.2375690607735	97.3684210526316	100	99.0196078431373	97.504224102852	99.5098039215686	2.0055798187166
TGME49_chrIb:1210840:1211135:clu_161_NA	100	100	55.5555555555556	85.7142857142857	84.8484848484848	73.9130434782609	85.3174603174603	79.3807641633728	-5.93669615408747
TGME49_chrIb:1348923:1349183:clu_164_NA	25.8064516129032	30.5555555555556	38.0952380952381	39.6825396825397	22.2222222222222	30	33.5349462365591	26.1111111111111	-7.42383512544803
TGME49_chrIb:1349319:1349561:clu_164_NA	74.1935483870968	61.1111111111111	59.5238095238095	57.1428571428571	72.2222222222222	60	62.9928315412186	66.1111111111111	3.11827956989248
TGME49_chrIb:1357034:1357161:clu_166_NA	34.6766635426429	36.150234741784	35.9249329758713	36.485532815808	33.3333333333333	35.2009744214373	35.8093410190266	34.2671538773853	-1.54218714164129
TGME49_chrIb:1357226:1357331:clu_166_NA	29.8031865042174	29.3427230046948	29.9374441465594	29.4989414255469	30.2083333333333	27.4056029232643	29.6455737702547	28.8069681282988	-0.838605641955837
TGME49_chrIb:1357488:1357600:clu_166_NA	34.3017806935333	33.5680751173709	33.3333333333333	32.4629498941426	34.1145833333333	35.2009744214373	33.416534759595	34.6577788773853	1.24124411779029
TGME49_chrIb:1409267:1409380:clu_168_NA	100	100	93.3333333333333	100	100	100	98.3333333333333	100	1.66666666666667
TGME49_chrIb:1409873:1410003:clu_169_NA	65.3333333333333	59.8360655737705	60.7476635514019	62.8571428571429	48.4848484848485	66.6666666666667	62.1935513289121	57.5757575757576	-4.61779375315457
TGME49_chrIb:1410088:1410182:clu_169_NA	34.6666666666667	39.344262295082	38.3177570093458	33.3333333333333	48.4848484848485	33.3333333333333	36.4155048261069	40.9090909090909	4.49358608298397
TGME49_chrIb:1496887:1497515:clu_170_NA	100	97.2972972972973	100	100	97.5	92.6829268292683	99.3243243243243	95.0914634146341	-4.23286090969017
TGME49_chrIb:1561379:1562124:clu_174_NA	96.4285714285714	92.1052631578947	100	97.6744186046512	90	100	96.5520632977793	95	-1.55206329777933
TGME49_chrIb:1571161:1571394:clu_176_NA	99.7782705099778	99.4604316546763	100	99.8581560283688	99.5565410199557	100	99.7742145482557	99.7782705099778	0.00405596172211631
TGME49_chrIb:1573657:1574654:clu_177_NA	92.1985815602837	89.5161290322581	95.1219512195122	89.3333333333333	95.7894736842105	87.7358490566038	91.5424987863468	91.7626613704072	0.220162584060347
TGME49_chrIb:1639739:1640095:clu_180_NA	48.5380116959064	46.1049284578696	49.8676081200353	51.6245487364621	51.5337423312883	51.4285714285714	49.0337742525684	51.4811568799299	2.44738262736152
TGME49_chrIb:1695321:1695841:clu_181_NA	62.0111731843575	68.3035714285714	67.3728813559322	63.7614678899083	51.2987012987013	54.5871559633027	65.3622734646924	52.942928631002	-12.4193448336903
TGME49_chrIb:1722889:1723085:clu_182_NA	97.4137931034483	96.9879518072289	99.3150684931507	100	100	100	98.429203350957	100	1.57079664904303
TGME49_chrIb:1763655:1764419:clu_185_NA	10.6837606837607	12.6279863481229	14.1342756183746	14.5061728395062	34.6994535519126	35.8166189111748	12.9880488724411	35.2580362315437	22.2699873591026
TGME49_chrIb:1766149:1766429:clu_186_NA	100	100	100	100	99.5515695067265	99.3227990970655	100	99.437184301896	-0.562815698104046
TGME49_chrIb:1814369:1814992:clu_189_NA	100	98.2905982905983	97.8260869565217	100	94.6564885496183	98.6842105263158	99.02917131178	96.670349537967	-2.35882177381296
TGME49_chrII:31636:32245:clu_193_NA	43.3962264150943	50	48.1481481481481	49.2063492063492	56.7567567567568	54.5454545454545	47.6876809423979	55.6511056511057	7.96342470870773
TGME49_chrII:39125:39748:clu_195_NA	99.1967871485944	97.3509933774834	99.6539792387543	98.0821917808219	99.1071428571429	95.4918032786885	98.5709878864135	97.2994730679157	-1.27151481849782
TGME49_chrII:86947:91339:clu_197_NA	96.2962962962963	97.1264367816092	97.3273942093541	95.5223880597015	97.7238239757208	97.4242424242424	96.5681288367403	97.5740331999816	1.00590436324134
TGME49_chrII:98441:99443:clu_199_NA	78.5714285714286	94.7368421052632	100	96.875	55.1724137931034	68.75	92.5458176691729	61.9612068965517	-30.5846107726212
TGME49_chrII:108334:109514:clu_201_NA	0	100	40	0	100	100	35	100	65
TGME49_chrII:110428:111322:clu_202_NA	72.0930232558139	69.5035460992908	63.6363636363636	57.0621468926554	62.2395833333333	70.6896551724138	65.5737699710309	66.4646192528736	0.890849281842634
TGME49_chrII:111522:112031:clu_202_NA	27.906976744186	29.7872340425532	34.5454545454545	42.3728813559322	37.2395833333333	29.0229885057471	33.6531366720315	33.1312859195402	-0.521850752491268
TGME49_chrII:189094:189522:clu_204_NA	95	88.5714285714286	88.8888888888889	96.969696969697	100	100	92.3575036075036	100	7.6424963924964
TGME49_chrII:223651:224579:clu_207_NA	95.1612903225807	91.1392405063291	93.5483870967742	94.6666666666667	89.4736842105263	100	93.6288961480877	94.7368421052632	1.10794595717549
TGME49_chrII:300254:301051:clu_210_NA	99.2565055762082	99.8540145985401	99.6598639455782	99.8595505617977	99.8463901689708	99.3243243243243	99.6574836705311	99.5853572466476	-0.0721264238835175
TGME49_chrII:309215:309568:clu_211_NA	95.8333333333333	93.1818181818182	88.4615384615385	93.3333333333333	33.3333333333333	100	92.7025058275058	66.6666666666667	-26.0358391608392
TGME49_chrII:309925:310216:clu_212_NA	85	83.3333333333333	76	80.4878048780488	100	81.8181818181818	81.2052845528455	90.9090909090909	9.70380635624537
TGME49_chrII:405472:406226:clu_219_NA	100	99.7067448680352	100	99.4871794871795	99.2307692307692	98.2300884955752	99.7984810888037	98.7304288631722	-1.06805222563145
TGME49_chrII:418916:419169:clu_220_NA	57.1428571428571	49.5327102803738	50	51.7543859649123	47.2222222222222	50	52.1074883470358	48.6111111111111	-3.4963772359247
TGME49_chrII:419249:419814:clu_220_NA	41.2698412698413	50.4672897196262	48.9130434782609	46.4912280701754	50	50	46.7853506344759	50	3.21464936552407
TGME49_chrII:426294:427256:clu_221_NA	100	100	92.8571428571429	76.9230769230769	100	0	92.4450549450549	50	-42.4450549450549
TGME49_chrII:468541:469184:clu_223_NA	29.7909407665505	29.8018292682927	27.8131634819533	28.5817655571635	27.6582278481013	28.5895806861499	28.99692476849	28.1239042671256	-0.873020501364412
TGME49_chrII:469244:469680:clu_223_NA	38.6759581881533	39.1006097560976	35.5980184005662	36.5412445730825	34.3037974683544	37.2299872935197	37.4789577294749	35.7668923809371	-1.71206534853782
TGME49_chrII:469872:470025:clu_223_NA	31.2717770034843	31.0213414634146	36.0226468506723	34.5875542691751	37.7848101265823	33.7992376111817	33.2258298966866	35.792023868882	2.56619397219539
TGME49_chrII:811874:812321:clu_230_NA	54.0540540540541	39.1304347826087	52.5	34.1463414634146	38.5542168674699	37.6237623762376	44.9577075750193	38.0889896218538	-6.86871795316559
TGME49_chrII:811874:812946:clu_230_NA	13.5135135135135	39.1304347826087	17.5	41.4634146341463	25.3012048192771	23.7623762376238	27.9018407325671	24.5317905284504	-3.3700502041167
TGME49_chrII:812393:812946:clu_230_NA	16.2162162162162	4.34782608695652	10	7.31707317073171	26.5060240963855	26.7326732673267	9.47027886847611	26.6193486818561	17.14906981338
TGME49_chrII:866273:866792:clu_236_NA	91.6666666666667	97.1428571428571	97.6190476190476	91.8367346938776	95.7746478873239	89.6907216494845	94.5663265306122	92.7326847684042	-1.833641762208
TGME49_chrII:881514:882155:clu_239_NA	100	100	96.2962962962963	100	89.5522388059701	83.0769230769231	99.0740740740741	86.3145809414466	-12.7594931326275
TGME49_chrII:921539:922277:clu_240_NA	47.6190476190476	53.6585365853659	49.2753623188406	51.3513513513513	62.5	34.1463414634146	50.4760744686513	48.3231707317073	-2.15290373694403
TGME49_chrII:922417:923252:clu_240_NA	52.3809523809524	42.2764227642276	47.1014492753623	44.5945945945946	37.5	63.4146341463415	46.5883547537842	50.4573170731707	3.86896231938649
TGME49_chrII:959130:959824:clu_242_NA	94.7368421052632	87.0967741935484	96.078431372549	81.25	95.2380952380952	80	89.7905119178401	87.6190476190476	-2.17146429879251
TGME49_chrII:959958:960428:clu_243_NA	100	100	100	98.1481481481482	100	82.6086956521739	99.537037037037	91.304347826087	-8.23268921095008
TGME49_chrII:1057372:1057861:clu_245_NA	85.9375	83.7209302325581	88.1578947368421	91.0891089108911	77.3584905660377	74.4186046511628	87.2263584700728	75.8885476086003	-11.3378108614726
TGME49_chrII:1123575:1124476:clu_248_NA	95.6521739130435	94.7368421052632	96.1538461538462	96.1538461538462	58.3333333333333	52.1739130434783	95.6741770814997	55.2536231884058	-40.4205538930939
TGME49_chrII:1127807:1128227:clu_250_NA	100	96.8253968253968	96.4912280701754	98.3606557377049	100	97.1428571428571	97.9193201583193	98.5714285714286	0.652108413109275
TGME49_chrII:1207032:1207878:clu_253_NA	100	98.0392156862745	97.6190476190476	100	96	92	98.9145658263305	94	-4.91456582633053
TGME49_chrII:1250605:1250909:clu_254_NA	97.5510204081633	98.3277591973244	98.8805970149254	97.9452054794521	97.3684210526316	100	98.1761455249663	98.6842105263158	0.508065001349507
TGME49_chrII:1250983:1251304:clu_255_NA	52.9284164859002	53.8194444444444	56.6666666666667	53.76	56.007393715342	57.8947368421053	54.2936318992528	56.9510652787236	2.65743337947078
TGME49_chrII:1315635:1315896:clu_258_NA	100	100	100	81.5789473684211	100	100	95.3947368421053	100	4.60526315789474
TGME49_chrII:1316753:1316999:clu_259_NA	64.5161290322581	60.6060606060606	65.3846153846154	43.4782608695652	71.4285714285714	80	58.4962664731248	75.7142857142857	17.2180192411609
TGME49_chrII:1408407:1408785:clu_268_NA	92.5	96.6101694915254	91.6666666666667	98.1481481481482	98.3333333333333	92.7536231884058	94.7312460765851	95.5434782608696	0.812232184284511
TGME49_chrII:1421953:1422452:clu_272_NA	44.0506329113924	44.1509433962264	44.7826086956522	42.4124513618677	36.0294117647059	40.8805031446541	43.8491590912847	38.45495745468	-5.39420163660469
TGME49_chrII:1421953:1423167:clu_272_NA	5.31645569620253	6.0377358490566	7.82608695652174	6.6147859922179	10.2941176470588	5.66037735849057	6.44876612349969	7.97724750277469	1.528481379275
TGME49_chrII:1422668:1423167:clu_272_NA	44.8101265822785	43.5849056603774	44.1304347826087	45.7198443579767	47.7941176470588	33.9622641509434	44.5613278458103	40.8781908990011	-3.68313694680919
TGME49_chrII:1423284:1423927:clu_273_NA	46.9387755102041	44.3333333333333	45.7142857142857	47.9564032697548	50	46.7289719626168	46.2356994568945	48.3644859813084	2.12878652441394
TGME49_chrII:1423284:1424237:clu_273_NA	4.89795918367347	4.33333333333333	2.85714285714286	2.17983651226158	3.57142857142857	0.934579439252336	3.56706797160281	2.25300400534045	-1.31406396626236
