logFC	logCPM	F	PValue	FDR
TGME49_chrX:6606297:6606651:clu_2253_NA	-0.711845034216132	12.8544756739127	191.786068256134	5.77710011211307e-15	5.99993111643743e-13
TGME49_chrVIII:2219033:2219190:clu_1424_NA	-1.21150463783203	9.45602434897316	186.175983343907	8.65126674145748e-15	8.73537627922165e-13
TGME49_chrIa:702670:702886:clu_40_NA	-0.87623896302858	11.2016168459271	185.034243152483	9.40376648780928e-15	9.05153906515816e-13
TGME49_chrVIIa:3796812:3797226:clu_1034_NA	-0.707736233573509	12.3811576682661	184.949416131733	9.46240672561238e-15	9.05153906515816e-13
TGME49_chrIX:244906:245564:clu_1679_NA	-7.34491315896717	5.58165326023679	169.804210784664	1.56506121948143e-14	1.45595845917477e-12
TGME49_chrVIIa:3006764:3006993:clu_1000_NA	-1.06040253385922	9.93391493287457	177.885167469242	1.60215511325971e-14	1.45595845917477e-12
TGME49_chrXI:5899188:5899477:clu_2530_NA	-9.15657159486534	5.80609910419005	202.418677977625	1.67837718788367e-14	1.45922910852133e-12
TGME49_chrIb:712831:713236:clu_134_NA	-0.972213996724123	11.0213036872798	177.21280148502	1.6860418860494e-14	1.45922910852133e-12
TGME49_chrVIII:5661444:5662238:clu_1574_NA	-5.30090670446752	5.47173562790135	160.745947244825	1.75974225604661e-14	1.48759606993707e-12
TGME49_chrXI:5898581:5898888:clu_2529_NA	-8.92548052768809	5.59285768975124	199.271813150339	2.04385069018604e-14	1.68849937700596e-12
TGME49_chrVIII:6105959:6106571:clu_1598_NA	-2.08175565283941	7.5968090193654	169.242727864242	3.12981091364174e-14	2.52819170468616e-12
TGME49_chrVI:1705474:1705792:clu_770_NA	-1.78404205445193	8.55836534902576	168.693996832784	3.26740791490369e-14	2.58196255884237e-12
TGME49_chrIX:865807:865912:clu_1707_NA	1.93488405690902	8.54225303046922	166.739268763411	3.81832541727916e-14	2.91579662335043e-12
TGME49_chrXI:2983377:2983814:clu_2408_NA	-2.19057340943434	7.27719806834018	166.645047387764	3.85029540359892e-14	2.91579662335043e-12
TGME49_chrIX:245578:246932:clu_1679_NA	-8.98853361345184	5.65002210069568	188.285726367995	4.15628315163734e-14	3.08328352167382e-12
TGME49_chrX:108746:114795:clu_1947_NA	-5.43203471757273	6.00048045140446	154.90108662205	5.41673022001571e-14	3.93796286995142e-12
TGME49_chrVIIb:855164:856098:clu_1131_NA	-0.8773576769281	10.5408630236326	161.142449489229	6.01579325270929e-14	4.28772715168594e-12
TGME49_chrXI:6561377:6561656:clu_2569_NA	-2.40299596501188	7.0040614504059	159.903443446736	6.67656646791639e-14	4.58211803170811e-12
TGME49_chrXI:6530876:6531890:clu_2566_NA	-2.75411144366093	6.69457252114951	159.929518374363	6.6809423846088e-14	4.58211803170811e-12
TGME49_chrIX:866028:866177:clu_1708_NA	1.99157450869416	8.27268381684925	158.496759729706	7.49475299069317e-14	5.0450790965129e-12
TGME49_chrX:872112:872862:clu_1973_NA	-4.0255026985003	5.92876007074299	155.704416828649	9.82177465812951e-14	6.49130016041832e-12
TGME49_chrXII:7080436:7080912:clu_2949_NA	-7.04385830483746	5.31415542049543	146.357735569626	1.1932553724314e-13	7.74550585497881e-12
TGME49_chrIX:866276:866384:clu_1708_NA	2.21396926760976	8.03366639331107	152.520406939084	1.24528899743338e-13	7.941448255562e-12
TGME49_chrVIIa:3912850:3913053:clu_1043_NA	-1.00476236343016	9.78849650589247	147.999560188641	1.84811467734166e-13	1.14297219949323e-11
TGME49_chrVIIa:3913774:3914442:clu_1044_NA	-0.996998650944053	9.84407343426964	147.956516758192	1.8551680817084e-13	1.14297219949323e-11
TGME49_chrVI:1815019:1815511:clu_779_NA	-1.24637080296165	8.94140076216596	147.085795519318	2.00429065467439e-13	1.21228512584224e-11
TGME49_chrXI:2993014:2993269:clu_2410_NA	-4.99172268253421	5.61456873327974	140.480324545998	2.03437118779579e-13	1.21228512584224e-11
TGME49_chrIa:701978:702603:clu_40_NA	-0.770563677453653	11.6960198168436	145.92587598764	2.2227862383418e-13	1.30319806070523e-11
TGME49_chrVIII:1647218:1647679:clu_1396_NA	2.73424848541015	7.64096836004504	145.424461913139	2.32788820003399e-13	1.34315454081326e-11
TGME49_chrVIII:2895744:2895988:clu_1460_NA	-8.67752519699288	5.36873535400902	163.011146821985	2.46647114394588e-13	1.40087853253801e-11
TGME49_chrXI:6543359:6544343:clu_2567_NA	-1.73901918503562	8.15160191830099	143.964302908219	2.65269389750352e-13	1.47407517368588e-11
TGME49_chrII:110428:111322:clu_202_NA	-1.41649204036325	8.4278589374072	143.865083198996	2.67645010903077e-13	1.47407517368588e-11
TGME49_chrII:1422668:1423167:clu_272_NA	1.69517535640317	8.52548060167507	142.814776224968	2.94457523834259e-13	1.59754193901124e-11
TGME49_chrVIIa:3861608:3862009:clu_1036_NA	-6.94701189007707	5.22817852939443	135.421405722185	3.38231887996104e-13	1.80804840127329e-11
TGME49_chrX:3951294:3951604:clu_2130_NA	-0.717903965385877	11.2016176423145	141.121090846509	3.43837544000514e-13	1.8113760470172e-11
TGME49_chrII:1421953:1422452:clu_272_NA	1.73548759969217	8.49763624283672	140.883366804294	3.51494389086354e-13	1.82526014904128e-11
TGME49_chrX:2040016:2040371:clu_2033_NA	-1.376217573263	8.53718954106407	140.685624475701	3.57950255567297e-13	1.83260447744665e-11
TGME49_chrX:5799805:5800038:clu_2209_NA	-3.66812895435748	6.09115779705265	140.86118071194	3.68052855918434e-13	1.85815573786598e-11
TGME49_chrIX:4406321:4407078:clu_1878_NA	-0.904258842511932	10.0886222540411	140.001355660937	3.81303012633926e-13	1.89868006975934e-11
TGME49_chrXII:6961300:6961752:clu_2934_NA	-3.87463997384951	5.80412896773719	139.194039160991	4.24624746288645e-13	2.08582561183679e-11
TGME49_chrIX:2142533:2142630:clu_1769_NA	-2.59237812453737	6.74873926184646	138.603466252981	4.35587504187851e-13	2.10360645632446e-11
TGME49_chrXII:240068:241618:clu_2597_NA	-1.82437243935094	8.14710986604009	138.469656686731	4.39818681377328e-13	2.10360645632446e-11
TGME49_chrX:85621:86251:clu_1938_NA	-2.57969812703209	6.63334611948168	138.32573837123	4.47324905805916e-13	2.11172212026559e-11
TGME49_chrIa:705021:706181:clu_42_NA	-2.91142127373228	6.35170793339153	135.648625864729	5.796515763401e-13	2.70132497435418e-11
TGME49_chrXII:7079587:7080354:clu_2948_NA	-4.68557401425812	5.35485759945498	128.711676812404	6.51670674948991e-13	2.9985100043539e-11
TGME49_chrX:4441048:4441549:clu_2154_NA	-3.11616309198021	6.27393994095721	134.114473063516	6.75384669512492e-13	3.06877909209739e-11
TGME49_chrIX:1051241:1051588:clu_1730_NA	-1.12002796810489	9.81663295260659	133.499822579446	7.04770926910133e-13	3.16276829545473e-11
TGME49_chrIII:378647:378974:clu_350_NA	-1.93473379262729	7.59121414706895	132.139261477831	8.042397836253e-13	3.56513611399752e-11
TGME49_chrXI:5967354:5968072:clu_2540_NA	-1.35027860546881	8.60786707891912	131.906658016858	8.22361774670726e-13	3.60154825413023e-11
TGME49_chrVIII:2214263:2215067:clu_1421_NA	-1.23088534682155	9.08503032763031	131.349385912206	8.68232899398931e-13	3.75717451108942e-11
TGME49_chrVIIb:3434533:3435066:clu_1267_NA	-0.799265523597346	10.8632925166825	130.706465058633	9.24549808536515e-13	3.95381006356498e-11
TGME49_chrIb:1763655:1764419:clu_185_NA	-1.88933281946993	7.3067218755	128.296670417612	1.17363323001501e-12	4.96064743151695e-11
TGME49_chrIII:1101927:1102312:clu_383_NA	-0.862774802830298	10.1364884761849	126.645924780581	1.3835674098226e-12	5.76271501185335e-11
TGME49_chrX:2038698:2039245:clu_2032_NA	-1.19218073374997	8.9358120356959	126.563848335812	1.3951001954418e-12	5.76271501185335e-11
TGME49_chrX:84339:85549:clu_1937_NA	-2.93032700081339	6.30149859166644	126.35638480891	1.44038907671245e-12	5.86299571264704e-11
TGME49_chrX:944690:945285:clu_1981_NA	-2.84234432449043	6.23779317234603	126.279058917752	1.45163580230601e-12	5.86299571264704e-11
TGME49_chrVIII:6104524:6105029:clu_1597_NA	-2.33349682039004	6.79530352751348	125.630175868456	1.53581603084202e-12	6.13482557374807e-11
TGME49_chrIII:943713:944610:clu_375_NA	-0.837875881378275	10.1595493459933	125.274579975159	1.58909803018653e-12	6.27866449970438e-11
TGME49_chrX:102551:103045:clu_1946_NA	-8.46806664021263	5.18259229014699	138.927267287169	1.70293807221691e-12	6.65610741129942e-11
TGME49_chrVIII:6839109:6839365:clu_1656_NA	-2.53067841846936	6.49230077230331	124.492891222315	1.72768849845465e-12	6.68100818285388e-11
TGME49_chrV:1151321:1151904:clu_594_NA	-1.37023351006537	8.69408723319701	124.20260565962	1.77242795452463e-12	6.78186906810214e-11
TGME49_chrVIIa:1665304:1665993:clu_924_NA	-3.99373497739246	5.55692157593099	123.324652591302	1.86957963891388e-12	7.0790854035958e-11
TGME49_chrIII:1222922:1223209:clu_391_NA	-0.755393730932226	10.7171457018008	123.061725126142	1.99222623767043e-12	7.46571378755879e-11
TGME49_chrX:1656877:1657620:clu_2011_NA	-0.630226397035762	11.7135195499658	122.364561302661	2.14075289811941e-12	7.94044569863679e-11
TGME49_chrVIII:49543:50066:clu_1346_NA	1.31418217897593	8.96297432637245	121.417243683449	2.36184434198048e-12	8.67202442737276e-11
TGME49_chrXII:2001913:2002776:clu_2698_NA	-1.20631565122883	8.78662493861562	120.267368099837	2.66317874731172e-12	9.60295762542545e-11
TGME49_chrIX:5818292:5819165:clu_1920_NA	1.50326999669298	8.59212953455383	120.249573465122	2.66822206373582e-12	9.60295762542545e-11
TGME49_chrIII:398159:398361:clu_353_NA	-1.16949290216173	8.71985183178685	119.724394838211	2.81944657036476e-12	1.00477336110548e-10
TGME49_chrVIII:6105111:6105893:clu_1597_NA	-2.18725766753935	6.94492359596779	119.486385308543	2.89440634112269e-12	1.02147252912437e-10
TGME49_chrXI:6561739:6562447:clu_2569_NA	-2.46509057484951	6.5366635343703	118.610552702929	3.18182878428639e-12	1.11211034912318e-10
TGME49_chrXI:6601609:6602143:clu_2571_NA	-1.29133014669047	8.38935429634819	118.008000732968	3.38098638727351e-12	1.17046528740373e-10
TGME49_chrX:2039396:2039833:clu_2033_NA	-1.21159652939895	8.64952675186079	117.727651777942	3.48340518312522e-12	1.19454507930756e-10
TGME49_chrVI:1037003:1037220:clu_731_NA	-5.81283166477851	5.32807941802237	102.371570687782	3.96709973916173e-12	1.34770164036008e-10
KE139819:14589:15966:clu_2978_NA	-3.71737694343036	5.75347238405883	115.228215283815	4.7153575597593e-12	1.58706710460417e-10
TGME49_chrVIIb:2749503:2749631:clu_1224_NA	-0.803187558289449	11.0039523402697	114.092619863029	5.15697452255848e-12	1.71978003573395e-10
TGME49_chrXI:5963230:5963674:clu_2538_NA	-1.05932012649319	9.25428819840827	113.783247198484	5.33472650338015e-12	1.76017824073316e-10
TGME49_chrXII:5027296:5027867:clu_2836_NA	-1.51936613570052	7.97815181200098	113.71581982296	5.37495968972163e-12	1.76017824073316e-10
TGME49_chrVI:1812885:1813457:clu_778_NA	-5.93659718756575	5.0040017950362	99.3306188207002	5.71112414417467e-12	1.85356573786383e-10
TGME49_chrXI:5718928:5719666:clu_2519_NA	-2.38254745711391	6.73210750201413	112.256254932253	6.32448780127738e-12	2.03447019094188e-10
TGME49_chrIV:1731667:1732119:clu_502_NA	2.57221451588521	7.36328797818857	111.852055373414	6.60916825529376e-12	2.10739707087656e-10
TGME49_chrV:2981379:2981719:clu_669_NA	-0.966210749422894	9.2770954776466	111.609297804434	6.78143015993371e-12	2.14352162011818e-10
TGME49_chrIX:866541:866640:clu_1708_NA	1.86609904323434	8.29139626206529	111.319803419842	7.00432465057722e-12	2.19488966421105e-10
TGME49_chrXI:5963706:5964457:clu_2539_NA	-1.02216262131046	9.28961502664941	111.075641776564	7.19692404524387e-12	2.23596742773175e-10
TGME49_chrXII:3343553:3344208:clu_2756_NA	-3.97590901618596	5.63602816223883	109.009685186519	8.98656668531092e-12	2.76831948314451e-10
TGME49_chrX:109980:114795:clu_1947_NA	-4.69827937990283	5.18224495420502	103.335803970839	9.22498553412212e-12	2.81788423668352e-10
TGME49_chrIII:1758696:1759102:clu_406_NA	-1.45510067084444	7.90848202439713	108.503747419321	9.61731355636855e-12	2.89324191761378e-10
TGME49_chrIX:3227266:3227897:clu_1816_NA	-1.57708862846642	7.58084069062841	108.492276379838	9.63087405863184e-12	2.89324191761378e-10
TGME49_chrIII:1289035:1290455:clu_394_NA	-1.10957647523934	8.67901701095344	107.035551440036	1.13736018158453e-11	3.38877398365555e-10
TGME49_chrIII:943713:943996:clu_375_NA	-1.28254470882854	8.22907178568271	106.655516211031	1.18824830458742e-11	3.51161185949208e-10
TGME49_chrX:872479:872862:clu_1973_NA	-4.66205035509948	5.15070810477396	101.038061206599	1.22663963463111e-11	3.5958347353904e-10
TGME49_chrX:5472052:5472374:clu_2189_NA	-5.07155649714317	5.0218089805963	96.3897640805417	1.27315261904648e-11	3.70232781618716e-10
TGME49_chrXII:3337290:3337701:clu_2754_NA	-8.16064034681162	4.91542954597564	115.572292941661	1.4797938126163e-11	4.26908770544465e-10
TGME49_chrIX:865575:865692:clu_1707_NA	1.76535309294054	8.00637938066021	103.546731105313	1.70742472118803e-11	4.88699910355786e-10
TGME49_chrVIII:50167:50353:clu_1346_NA	1.4461360201758	8.5849378911662	102.770688517309	1.87136979253200e-11	5.31439780926081e-10
TGME49_chrVIII:1647765:1648534:clu_1396_NA	2.77308140511346	6.98342815609589	102.730288896154	1.8871133601823e-11	5.3175636157075e-10
TGME49_chrV:2982903:2983817:clu_670_NA	-1.01956700983238	8.90627940361477	102.346691514132	1.9679987401777e-11	5.5028272465738e-10
TGME49_chrIII:1223349:1223779:clu_391_NA	-0.708435575285435	10.7551564969866	101.904479591638	2.07442886731926e-11	5.75614422343933e-10
TGME49_chrVIIb:640291:640793:clu_1110_NA	-2.33465855297836	6.46724389965688	101.506943810054	2.18165351720725e-11	6.00781101140027e-10
TGME49_chrIII:949577:949796:clu_377_NA	-0.655503741586658	10.7463020760853	100.851535112891	2.35351439156853e-11	6.42785407016152e-10
TGME49_chrIX:3227948:3228384:clu_1816_NA	-1.39192023684549	7.93470381025643	100.796241514664	2.36955280715721e-11	6.42785407016152e-10
TGME49_chrXI:5903170:5903607:clu_2531_NA	-2.86614913900183	5.98014489295961	100.646325023177	2.45232657940175e-11	6.60311638231508e-10
TGME49_chrIV:1733853:1734254:clu_503_NA	-1.73706972739963	7.17962164881456	100.305791803516	2.51487233584317e-11	6.72173598587494e-10
TGME49_chrVIII:2895744:2896156:clu_1460_NA	-8.09508049812067	4.85945704327251	109.919959916005	2.63366340531267e-11	6.9878587432931e-10
TGME49_chrVIII:3419433:3419882:clu_1484_NA	-5.2779823086645	4.87798046600744	87.5687551921897	3.15702746474142e-11	8.3157933582138e-10
TGME49_chrX:5803456:5803680:clu_2210_NA	-4.05623867220743	5.15115891718761	95.5940674449073	3.62924150169741e-11	9.49085817170509e-10
TGME49_chrX:102423:114795:clu_1947_NA	-2.06892142419336	7.42677610668353	97.1531519758427	3.69839193086988e-11	9.60261047765143e-10
TGME49_chrXI:1984515:1984860:clu_2370_NA	-2.1139702431536	7.10247083211645	97.0932645036854	3.72707187416123e-11	9.60844415785536e-10
TGME49_chrIX:607197:607529:clu_1686_NA	-6.39708460144319	4.76048103999011	93.5607004747868	3.86580409972482e-11	9.89591401584487e-10
TGME49_chrVIIb:3221060:3221397:clu_1255_NA	1.44359482740018	8.31100152147633	96.276779778202	4.12251895424796e-11	1.04792702088751e-09
TGME49_chrVI:1815617:1816860:clu_780_NA	-1.155529219381	8.6525289444439	95.7236938481612	4.41742013593723e-11	1.11509181903693e-09
TGME49_chrIX:244906:246932:clu_1679_NA	-8.00195924272674	4.78093364348371	103.070029014453	5.47244777558134e-11	1.37188604580953e-09
TGME49_chrIII:398495:398650:clu_353_NA	-1.11186723129451	8.60980711227217	93.8490924477912	5.59653823311456e-11	1.39338469023092e-09
TGME49_chrIII:400955:401308:clu_354_NA	-1.82515553689731	6.95608629239874	93.084154437803	6.17408358450756e-11	1.52672066868605e-09
TGME49_chrX:3051126:3051362:clu_2091_NA	-2.73529607174088	6.06696414682176	93.023546504557	6.28412010454511e-11	1.54177104993114e-09
TGME49_chrVIIb:4556459:4556726:clu_1312_NA	1.11034076805804	9.39627856926586	92.896723499915	6.31977679339036e-11	1.54177104993114e-09
TGME49_chrVIIa:3007117:3007314:clu_1001_NA	-0.717393770773274	10.1149865548782	92.7603523890174	6.43116690394197e-11	1.55848611305527e-09
TGME49_chrXII:7080049:7080354:clu_2948_NA	-6.37137234725572	4.73983531024808	89.1442790682993	6.97368520101108e-11	1.67876461626989e-09
TGME49_chrX:3052833:3053517:clu_2092_NA	-5.04952422415284	5.00453552649011	83.4084078397928	8.08546936576792e-11	1.93359744372147e-09
TGME49_chrV:1172482:1173447:clu_598_NA	3.36080355199111	6.70333288398181	90.9359492481763	8.23674443440276e-11	1.95689973980745e-09
TGME49_chrIX:5107759:5108103:clu_1900_NA	-0.884383321765406	9.42059374761616	90.6685727492117	8.43040405762379e-11	1.98990381490016e-09
TGME49_chrV:3103441:3103695:clu_676_NA	-4.69706932442332	4.96940833059036	84.5415140908391	9.05833335885635e-11	2.12432527480276e-09
TGME49_chrIII:949086:949450:clu_376_NA	-0.592004955338187	11.3249655635741	89.954532661718	9.25615134161543e-11	2.15680193120334e-09
TGME49_chrX:111137:113606:clu_1948_NA	-6.42047055138388	4.78040656917872	86.9431226572725	9.43509430331263e-11	2.18449476385614e-09
TGME49_chrIX:3382506:3382669:clu_1836_NA	-3.25338336144798	5.53146371332204	89.6163679430484	9.99321928472339e-11	2.29907291771959e-09
TGME49_chrV:1214369:1214573:clu_603_NA	-4.60498759354898	4.89664356875898	83.6013196219402	1.03937013712166e-10	2.37617009335676e-09
TGME49_chrVIII:5807631:5808048:clu_1584_NA	-4.13281377206799	5.34035577013859	88.0038876992214	1.0468419082401e-10	2.37829396028299e-09
TGME49_chrV:1153556:1154306:clu_595_NA	-0.64167029908299	11.1520660592515	88.7214038951652	1.08919625555739e-10	2.45357792559449e-09
TGME49_chrX:4327886:4328119:clu_2146_NA	-5.71373253484816	4.8209292586121	79.2619768782071	1.09347902048503e-10	2.45357792559449e-09
TGME49_chrVIII:6839468:6839944:clu_1656_NA	-4.38779069164951	4.93228337611025	84.377677737923	1.1453460666804e-10	2.55419199532714e-09
TGME49_chrXI:6531405:6531890:clu_2566_NA	-4.23570064130226	5.15108077887875	85.9062762076499	1.20539724330555e-10	2.6717188898876e-09
TGME49_chrVIII:2201322:2202026:clu_1419_NA	-4.36548054547601	4.91498274407265	83.0440278990921	1.38875139159043e-10	3.05946139904921e-09
TGME49_chrVIII:3700226:3700321:clu_1493_NA	2.70952158814511	6.92594762860437	86.5778513214984	1.45580073010621e-10	3.17030073427762e-09
TGME49_chrV:6736:7094:clu_543_NA	-3.13508874383628	5.50729450487498	86.7615932769698	1.4613299126454e-10	3.17030073427762e-09
TGME49_chrIa:1443411:1443985:clu_76_NA	-5.10650217810704	4.73982535860818	77.6545602778949	1.46522839988622e-10	3.17030073427762e-09
TGME49_chrVIII:2897011:2897506:clu_1461_NA	-7.87687103943864	4.67662711135203	93.9921954142796	1.53419438402372e-10	3.29987963664274e-09
TGME49_chrIX:5109025:5109371:clu_1901_NA	-0.716475167116976	10.1603383588062	85.7510972253095	1.62333548878687e-10	3.4710732363178e-09
TGME49_chrVIIb:2965353:2965877:clu_1237_NA	-1.85798041269219	7.05519292906792	85.6063886078255	1.65657688068383e-10	3.52143681946533e-09
TGME49_chrVIIa:2440381:2440813:clu_978_NA	-1.18504928670759	8.65925336410079	85.4843537543002	1.68348176047061e-10	3.55782337169224e-09
TGME49_chrV:2981863:2982714:clu_669_NA	-0.936166568793705	9.00010873256395	85.4324444193311	1.69541692057343e-10	3.56233555276556e-09
TGME49_chrXII:3349397:3349958:clu_2757_NA	-1.54867629216245	7.44503298796418	84.4163595585901	1.94915550349463e-10	4.07194267540401e-09
TGME49_chrVIIa:1566956:1567422:clu_921_NA	-0.870459460211063	9.20025389616494	84.2667091306842	1.98929600976271e-10	4.1320519974214e-09
TGME49_chrVIII:6622098:6623042:clu_1627_NA	-5.1331154278909	4.76063983933583	75.4262297836076	2.10780177002668e-10	4.35332922389033e-09
TGME49_chrXII:1999139:1999990:clu_2697_NA	-1.1073873529479	8.54274146053163	83.7438908352964	2.13833801998168e-10	4.39144559470813e-09
TGME49_chrVIIb:4557208:4557330:clu_1313_NA	1.09127169186467	8.85435683081807	83.5351229749485	2.20108557300224e-10	4.49491351565344e-09
TGME49_chrIV:1171227:1171614:clu_477_NA	-2.4656175668659	6.06396217970488	83.1174759353781	2.34762351753233e-10	4.76738071856426e-09
TGME49_chrIb:688001:688746:clu_130_NA	-4.09285466563637	5.03705854410981	80.9949183055355	2.41714825277908e-10	4.88129661047331e-09
TGME49_chrXII:3337856:3338160:clu_2755_NA	-7.90221506434786	4.69783267182001	89.9985140991731	2.47492939966602e-10	4.97036926397016e-09
TGME49_chrX:5804115:5804521:clu_2212_NA	-4.11106202001839	4.89567991337681	79.9672599367784	2.52557445418956e-10	5.04421051702146e-09
TGME49_chrXI:4152756:4152918:clu_2445_NA	-1.12974562632507	8.16470772853667	82.0704245736604	2.70062767643092e-10	5.36436153214557e-09
TGME49_chrX:5190430:5192349:clu_2177_NA	0.873235488412921	9.73829684555204	81.3944580396511	2.97043056275666e-10	5.86821472588068e-09
KE140006:530:951:clu_3000_NA	1.14969805986901	8.65643224677048	80.5224075333813	3.36194990063612e-10	6.60577723719583e-09
TGME49_chrIII:377914:378249:clu_349_NA	-1.45271557941196	7.70691600484825	80.3205498693198	3.46058702218778e-10	6.76302893852288e-09
TGME49_chrIX:1051199:1051588:clu_1730_NA	1.02595533262159	9.10710641615585	79.8932415152661	3.6781592524455e-10	7.13516320197117e-09
TGME49_chrVIIa:3934068:3935155:clu_1052_NA	-2.49671734245287	5.89797834638962	79.9351971302105	3.69026322412814e-10	7.13516320197117e-09
TGME49_chrXI:2992349:2992934:clu_2410_NA	-8.09329584846686	4.85860599393821	86.695780078894	3.72147920795027e-10	7.1574481062959e-09
TGME49_chrII:1775038:1775687:clu_291_NA	-0.663271406759654	10.2702412923711	79.3611865972584	3.97026684280305e-10	7.59574735452057e-09
TGME49_chrIII:944049:944610:clu_375_NA	-1.31699190081825	7.70937036782956	79.194027169822	4.06769615832774e-10	7.74140080393787e-09
TGME49_chrXII:241662:241927:clu_2598_NA	-4.7455650084389	4.75983753431462	72.8221631063361	4.27572601453097e-10	8.09492919938545e-09
